postID,title,description,date,group
147,"Thị trường việc làm sôi động, Kiên Giang xử lý dự án vướng mắc, phở 1 triệu đồng, 'đại lộ sinh đại phú'",Thị trường việc làm sôi động sau Tết; Kiên Giang chỉ đạo xử lý các dự án gặp vướng mắc; Phó Thủ tướng lưu ý niêm yết giá; kỳ vọng 'đại lộ sinh đại phú'.,2025-02-08T16:00:00+07:00,Chủ đề Kinh tế
148,"Triều Tiên mở cửa du lịch, Trump có thể gặp Zelensky và Putin, Mỹ áp thuế hàng Trung Quốc",Triều Tiên mời du khách mừng sinh nhật Kim Jong Il; Trump có thể gặp Zelensky và Putin; Mỹ áp thuế hàng Trung Quốc.,2025-02-08T16:00:00+07:00,Chủ đề Thế giới
149,"Chuyên gia giao thông, Bộ trưởng Giáo dục, Cà Mau thúc đẩy giao thông, Đồng Nai trao giấy chứng nhận đầu tư","Chuyên gia giao thông về tăng phạt, Bộ trưởng Giáo dục về quản lý viên chức, Cà Mau thúc đẩy dự án giao thông, Đồng Nai trao giấy chứng nhận đầu tư 738 triệu USD.",2025-02-08T16:00:00+07:00,Chủ đề Kinh tế
150,"Cà phê xuất khẩu tháng 1, giá xăng dầu giảm, giá vàng biến động","Việt Nam xuất khẩu cà phê gần 800 triệu USD tháng 1/2025, giá xăng dầu giảm tuần thứ ba liên tiếp, giá vàng trong nước biến động mạnh.",2025-02-08T16:00:00+07:00,Chủ đề Hàng hóa
151,"Ngân hàng rao bán bất động sản, Bộ Tài chính hướng dẫn đấu giá tài sản, M&A ngân hàng","Ngân hàng rao bán bất động sản sau Tết, Bộ Tài chính hướng dẫn đấu giá tài sản, M&A ngân hàng sôi động hơn năm 2025.",2025-02-08T16:00:00+07:00,Chủ đề Tài chính
152,"Trump về thuế quan, Đông Nam Á với DeepSeek, EU ngừng năng lượng Nga","Trump công bố chính sách thuế quan mới, Đông Nam Á với DeepSeek, EU ngừng năng lượng Nga.",2025-02-08T16:00:00+07:00,Chủ đề Thế giới
153,"IPO Việt Nam, chứng khoán Mỹ giảm, cổ phiếu VPB","Thị trường IPO Việt Nam kỳ vọng bứt phá, chứng khoán Mỹ giảm sâu, công ty chứng khoán lỗ khi ""cầm"" cổ phiếu VPB.",2025-02-08T16:00:00+07:00,Chủ đề Thị trường
154,"Lợi - hại chiến tranh thương mại, điện hạt nhân, tôm cá tra trái chiều","Việt Nam trước chiến tranh thương mại, xu hướng điện hạt nhân, tôm cá tra xuất khẩu tăng trưởng trái chiều.",2025-02-08T16:00:00+07:00,Chủ đề Kinh tế
155,"Giá thuê chung cư Hà Nội, đấu giá đất Thủ Thiêm, nữ đại gia trúng đấu giá","Giá thuê chung cư Hà Nội đắt top đầu châu Á, đấu giá 49 lô ""đất vàng"" Thủ Thiêm, nữ đại gia 8X trúng đấu giá gần 4,4ha đất.",2025-02-08T16:00:00+07:00,Chủ đề Bất động sản
156,"Tesla lao dốc, Elon Musk bị chỉ trích, Mỹ và Argentina rút khỏi WHO","Tesla lao dốc mất 84% thị phần, Elon Musk bị chỉ trích, Mỹ và Argentina rút khỏi WHO.",2025-02-08T16:00:00+07:00,Chủ đề Thế giới
157,"Bắc Giang thu hút FDI, Đồng Nai lao động ổn định, vốn đầu tư công","Bắc Giang đặt mục tiêu thu hút 1,5 tỷ USD vốn FDI năm 2025, gần 97% lao động Đồng Nai trở lại làm việc, cần khắc phục phân bổ vốn đầu tư công dàn trải.",2025-02-08T16:00:00+07:00,Chủ đề Kinh tế
158,"Giá dầu giảm, chỉ số giá thực phẩm giảm, giá tiêu tăng","Giá dầu giảm tuần thứ ba liên tiếp, chỉ số giá thực phẩm toàn cầu giảm trong tháng 1/2025, giá tiêu tăng 5 ngày liên tiếp.",2025-02-08T16:00:00+07:00,Chủ đề Hàng hóa
159,"Mỹ trừng phạt dầu Iran, AUKUS, Trung Quốc và Panama","Mỹ trừng phạt mạng lưới vận chuyển dầu Iran, Trump ủng hộ AUKUS, Trung Quốc kêu gọi Panama.",2025-02-08T16:00:00+07:00,Chủ đề Thế giới
160,"VietinBank (CTG) vượt FPT, nợ xấu ngân hàng tăng, thu trái phiếu","VietinBank (CTG) vượt FPT, nợ xấu ngân hàng tăng, thu gần 16.000 tỷ đồng qua đấu thầu trái phiếu Chính phủ tháng 1/2025.",2025-02-08T16:00:00+07:00,Chủ đề Tài chính
161,Căng thẳng thương mại Mỹ leo thang dưới thời Trump,"Tổng thống Trump cảnh báo áp thuế mới 10-20% tuần tới lên mọi quốc gia, cân nhắc thuế quan với EU; Canada thắt chặt quan hệ với EU và Thủ tướng Trudeau cảnh báo Trump muốn sáp nhập Canada vì tài nguyên; EU đề nghị giảm thuế ô tô Mỹ để tránh chiến tranh thương mại; UOB coi thương chiến do Mỹ khởi xướng là 'bình thường mới'.",2025-02-09T16:00:00+07:00,1.  Thế giới
162,Elon Musk tham gia kiểm toán chính phủ Mỹ và đối mặt hạn chế,Tổng thống Trump chỉ thị Elon Musk kiểm tra Lầu Năm Góc và Bộ Giáo dục để cắt giảm chi tiêu; Musk bị thẩm phán chặn truy cập hệ thống thanh toán Bộ Tài chính Mỹ do lo ngại rò rỉ thông tin nhạy cảm; Tạp chí Time đăng ảnh chế Musk ngồi bàn tổng thống.,2025-02-09T16:00:00+07:00,2.  Thế giới
163,Biến động tỷ giá USD/VND và dự báo,"Tỷ giá trung tâm USD/VND ngày 9/2 tăng 137 đồng lên 24.462 đồng; Chuyên gia dự báo rủi ro tỷ giá còn hiện hữu trong Q1/2025 do chính sách thuế quan của Trump củng cố USD, VND/USD có thể tiếp tục neo cao.",2025-02-09T16:00:00+07:00,3.  Tài chính
164,"Giá vàng lập kỷ lục mới, Trung Quốc tiếp tục mua vào",Giá vàng ngày 9/2 được dự báo sớm cán mốc kỷ lục mới do các yếu tố hỗ trợ ngắn hạn và nỗi lo lạm phát đình trệ gia tăng; Trung Quốc vẫn mua vàng dự trữ tháng thứ 3 liên tiếp bất chấp giá cao kỷ lục.,2025-02-09T16:00:00+07:00,4.  Hàng hóa
165,Giá xăng dầu giảm tuần thứ 3 liên tiếp,Giá xăng dầu thế giới giảm liên tục do lo ngại chiến tranh thương mại Mỹ-Trung; giá trong nước đồng loạt giảm trừ xăng E5 RON 92.,2025-02-09T16:00:00+07:00,5.  Hàng hóa
166,"Giá nông sản biến động trái chiều, hồ tiêu tăng mạnh, gạo xuất khẩu chạm đáy","Ngày 9/2, giá hồ tiêu tăng mạnh, cà phê giảm nhẹ (cả thế giới và trong nước giảm 1.000đ/kg), lúa gạo nguyên liệu tăng nhẹ 50đ/kg; Giá gạo xuất khẩu Việt Nam giảm sâu xuống 399 USD/tấn (5% tấm), mức thấp nhất 3 năm. Dự báo giá cà phê 2025 khó tăng như 2024.",2025-02-09T16:00:00+07:00,6.  Hàng hóa
167,"VN-Index gặp khó tại ngưỡng 1.300 điểm, chờ đợi câu chuyện mới",Chuyên gia dự đoán VN-Index khó vượt kháng cự 1.280-1.300 điểm do khối ngoại bán ròng và dòng tiền nội chưa đủ lực; thị trường đón tín hiệu tích cực đầu năm nhưng thiếu động lực mới sau mùa báo cáo KQKD Q4/2024.,2025-02-09T16:00:00+07:00,7.  Thị trường
168,Kỳ vọng nâng hạng thị trường chứng khoán Việt Nam năm 2025,"Thị trường chứng khoán được kỳ vọng tích cực sau Tết và trong năm 2025 nhờ tỷ giá ổn định, KQKD khả quan và nỗ lực nâng hạng từ cận biên lên mới nổi theo FTSE Russell; chuyên gia khuyến nghị ưu tiên cổ phiếu đầu tư công, xây dựng, ngân hàng, xuất khẩu.",2025-02-09T16:00:00+07:00,8.  Thị trường
169,Ngân hàng Vietcombank (VCB) công bố lãi suất tháng 2/2025,"VCB: Lãi suất huy động cao nhất là 4.7%/năm (kỳ hạn 24-60 tháng), lãi suất cho vay bình quân tháng 1/2025 là 5.7%/năm; VCB nằm trong nhóm ngân hàng lớn kỳ vọng thu hút vốn ngoại năm 2025.",2025-02-09T16:00:00+07:00,9.  Tài chính
170,Ngân hàng đối mặt thách thức và cơ hội,"Saigonbank (SGB) lỗ kỷ lục quý IV/2024, nợ xấu gia tăng; Các ngân hàng lớn (Techcombank, BIDV, VCB) đẩy mạnh kế hoạch bán vốn cho NĐT nước ngoài năm 2025; Ngành ngân hàng ưu tiên cung ứng vốn, ổn định tỷ giá; Lãi suất biến động trái chiều sau Tết.",2025-02-09T16:00:00+07:00,10. Tài chính
171,Kinh tế Việt Nam khởi sắc đầu năm 2025 nhưng đối mặt lạm phát,"Tháng 1/2025 ghi nhận tăng trưởng tích cực với xuất khẩu đạt 33 tỷ USD, bán lẻ 573.300 tỷ đồng, hơn 2 triệu khách quốc tế; Kim ngạch XNK Việt Nam – Mỹ đạt hơn 11 tỷ USD; Tuy nhiên, lạm phát có thể gia tăng do điều chỉnh giá dịch vụ, giá thế giới và tỷ giá.",2025-02-09T16:00:00+07:00,11. Kinh tế
172,Đẩy mạnh đầu tư công và hạ tầng,Luật Đầu tư công mới kỳ vọng tạo đột phá năm 2025; Thủ tướng yêu cầu hoàn thành cao tốc 88km (20.469 tỷ đồng) trước 31/12/2025; Thông xe 2 tuyến đường gần 2.600 tỷ đồng kết nối cao tốc Bắc Nam; TPHCM đẩy nhanh giải cứu dự án ngăn triều 10.000 tỷ.,2025-02-09T16:00:00+07:00,12. Kinh tế
173,Quy hoạch đô thị và diễn biến thị trường,"4 huyện Hà Nội (Gia Lâm, Hoài Đức, Thanh Trì, Đông Anh) dự kiến lên quận; Thị xã Phú Mỹ (Bà Rịa - Vũng Tàu) sắp lên thành phố; Vị trí gần sân bay Long Thành (16 tỷ USD) dự kiến lập thành phố 700.000 dân; Thị trường đất nền Hà Nội rộn ràng đầu năm, nhưng thị trường TP.HCM còn khó khăn.",2025-02-09T16:00:00+07:00,13. Bất động sản
174,Nga đối mặt áp lực năng lượng và đạt kỷ lục GDP,"Khu vực ly khai Transnistria (Moldova) mất khí đốt miễn phí từ Nga sau khi nợ 700 triệu USD; Các nước Baltic tách khỏi lưới điện Nga; Mỹ trừng phạt làm tăng chi phí vận chuyển dầu Nga; Châu Âu tìm kiếm khí đốt Australia; Tuy nhiên, GDP Nga tăng trưởng kỷ lục 4.1% năm 2024.",2025-02-09T16:00:00+07:00,14. Thế giới
175,Quy định mới về thuế và chuyển tiền,"Bộ Tài chính đề xuất quy định thống nhất về chuyển tiền ra nước ngoài; Dự thảo nghị định quản lý thuế TMĐT (VAT 1-5%, TNCN 0.5-2%); Đề xuất giảm bậc thuế TNCN và nâng mức giảm trừ gia cảnh (Hà Tĩnh đề xuất 18 triệu/tháng).",2025-02-09T16:00:00+07:00,15. Tài chính
176,Cuộc đua AI toàn cầu nóng lên,Softbank sắp đầu tư 40 tỷ USD vào OpenAI; Mô hình AI s1 giá rẻ từ Stanford/Washington cạnh tranh OpenAI; ChatGPT bổ sung tính năng phân tích tài chính; Các tập đoàn công nghệ dự kiến chi 320 tỷ USD cho AI năm 2025.,2025-02-09T16:00:00+07:00,16. Thế giới
177,Thu hút FDI và phát triển công nghiệp,Bắc Ninh dẫn đầu thu hút FDI đầu năm 2025; Đồng Nai trao chứng nhận cho 12 dự án FDI (680 triệu USD) và 2 dự án trong nước (1.500 tỷ đồng); Nhà máy bán dẫn lớn nhất Việt Nam muốn tăng công suất gấp 3.,2025-02-09T16:00:00+07:00,17. Kinh tế
178,Diễn biến chính trị và kinh tế quốc tế khác,Ông Trump tuyên bố điện đàm với Putin về Ukraine và tước quyền tiếp cận tin mật của Biden; Tỷ lệ tin tưởng Tổng thống Putin tại Nga tăng nhẹ lên 78.2%; Hungary kỳ vọng thỏa thuận kinh tế với Mỹ; Trung Quốc trở thành thị trường tôm lớn nhất Việt Nam; Ukraine sẵn sàng lưu trữ khí đốt Mỹ.,2025-02-09T16:00:00+07:00,18. Thế giới
179,Cảnh báo lừa đảo tài chính gia tăng,"Nhiều chiêu lừa chuyển khoản nhắm vào đặt phòng, vé máy bay (đặt cọc - báo sai nội dung - chuyển thêm); Người phụ nữ mất 690 triệu sau 110 lần chuyển vào tài khoản chính mình; Khách hàng mất tiền tỷ trong tài khoản ngân hàng tại Trung Quốc nhưng bị từ chối bồi thường.",2025-02-09T16:00:00+07:00,19. Tài chính
180,Các vấn đề xã hội và doanh nghiệp,"Doanh nghiệp lo ngại về chi phí mặt bằng cao khi mở rộng sản xuất; Tranh cãi về quy định dạy thêm học thêm mới; Nở rộ kinh doanh ""túi mù""; Khách đổ xô mua ô tô điện trước khi ưu đãi phí trước bạ 0% kết thúc ngày 1/3/2025; CSGT Hà Nội bác tin dừng xe mặc áo mưa bị phạt 14 triệu.",2025-02-09T16:00:00+07:00,20. Kinh tế
181,Hải Dương chấp thuận dự án nhà ở 1.300 tỷ đồng,"UBND tỉnh Hải Dương chấp thuận dự án xây dựng khu nhà ở xã hội, quy mô gần 3.000 người, với tổng mức đầu tư hơn 1.300 tỷ đồng.",2025-02-10T16:00:00+07:00,Chủ đề Bất động sản
182,"AI Trung Quốc lọt Top 10 toàn cầu, Anthropic không cho ứng viên dùng AI xin việc, tàu chở LNG Nga hoàn thành thử nghiệm","Trung Quốc có thêm mô hình AI lọt Top 10 toàn cầu, Anthropic cấm ứng viên dùng AI viết đơn xin việc, Nga củng cố vị thế LNG với tàu phá băng đầu tiên.",2025-02-10T16:00:00+07:00,Chủ đề Thế giới
183,"Người mua bảo hiểm ô tô không được bồi thường, Nga cảnh báo đáp trả phương Tây","Tòa án bác bỏ yêu cầu bồi thường bảo hiểm ô tô ngập nước, Nga cảnh báo đáp trả quyết liệt các biện pháp kinh tế từ phương Tây.",2025-02-10T16:00:00+07:00,Chủ đề Thế giới
184,Chi tiêu của cặp vợ chồng thu nhập 16 triệu/tháng gây ngỡ ngàng,Cách chi tiêu khéo léo của một cặp vợ chồng có thu nhập 16 triệu đồng/tháng được đánh giá cao.,2025-02-10T16:00:00+07:00,Chủ đề Tài chính
185,TP.HCM và Hà Nội được xem xét chính sách đặc thù metro,Chính phủ đề xuất Quốc hội cho TP.HCM và Hà Nội thí điểm 6 nhóm chính sách đặc thù để đẩy nhanh tiến độ dự án metro.,2025-02-10T16:00:00+07:00,Chủ đề Kinh tế
186,"Trung Quốc cắt trợ cấp năng lượng sạch, New Zealand nới lỏng visa","Trung Quốc cắt trợ cấp năng lượng sạch theo định hướng thị trường, New Zealand nới lỏng visa thu hút nhà đầu tư nước ngoài.",2025-02-10T16:00:00+07:00,Chủ đề Thế giới
187,"Bung khe co giãn trên cao tốc Bắc - Nam, Thủ tướng rà soát dự án tồn đọng","Bộ GTVT chỉ đạo khẩn vụ bung khe co giãn trên cao tốc, Thủ tướng yêu cầu rà soát các dự án đầu tư có vướng mắc.",2025-02-10T16:00:00+07:00,Chủ đề Kinh tế
188,"Cảnh báo lừa đảo qua mạng, nhà đầu tư chuyển vàng từ Anh sang Mỹ","Công an khuyến cáo tránh lừa đảo ""dịch vụ tâm linh"" online, nhà đầu tư vội vã chuyển vàng từ Anh sang Mỹ do lo ngại thuế quan.",2025-02-10T16:00:00+07:00,Chủ đề Tài chính
189,"Khởi công đường Vành đai 5 Hà Nội, ngư dân Cà Mau bội thu","Hà Nam khởi công dự án đường bộ song hành Vành đai 5, ngư dân Cà Mau bội thu với chuyến đi biển đầu năm.",2025-02-10T16:00:00+07:00,Chủ đề Kinh tế
190,"Trung Đông thay đổi, Ukraine được trang bị 70% vũ khí phương Tây","Giới đầu tư thận trọng quay lại Trung Đông, Ukraine được trang bị 70% vũ khí phương Tây từ các đối tác.",2025-02-10T16:00:00+07:00,Chủ đề Thế giới
191,"Dầu khí bắt nhịp tăng trưởng 2 con số, dệt may Việt Nam đặt mục tiêu 48 tỷ USD","Ngành dầu khí hướng tới mục tiêu tăng trưởng 2 con số, dệt may Việt Nam đặt mục tiêu xuất khẩu 48 tỷ USD năm 2025.",2025-02-10T16:00:00+07:00,Chủ đề Kinh tế
192,"Phát hành thành công trái phiếu Chính phủ, Hải Dương thu thuế nội địa vượt kế hoạch","Kho bạc Nhà nước phát hành thành công gần 24,782 tỷ đồng trái phiếu Chính phủ, Hải Dương thu thuế nội địa tháng 1 bằng 70% kế hoạch quý I.",2025-02-10T16:00:00+07:00,Chủ đề Tài chính
193,"Nhập khẩu rau quả Israel tăng mạnh, xuất khẩu gỗ đạt hơn 18.700 tỷ đồng","Israel tăng mạnh nhập khẩu rau quả, xuất khẩu gỗ và sản phẩm gỗ của Việt Nam đạt hơn 18.700 tỷ đồng trong 15 ngày đầu tháng 1.",2025-02-10T16:00:00+07:00,Chủ đề Hàng hóa
194,"Đề xuất miễn, giảm lệ phí trước bạ ôtô điện, Thái Nguyên trồng mới chè","Bộ Tài chính đề xuất miễn, giảm lệ phí trước bạ ôtô điện, Thái Nguyên dự kiến trồng mới, trồng lại 350ha chè.",2025-02-10T16:00:00+07:00,Chủ đề Kinh tế
195,"Đề nghị miễn thuế thu nhập từ cho tặng, thừa kế, thị trường chứng khoán Việt Nam sắp nâng hạng","Bộ Tài chính đề nghị miễn thuế thu nhập từ cho tặng, thừa kế, Việt Nam sắp nâng hạng thị trường chứng khoán.",2025-02-10T16:00:00+07:00,Chủ đề Tài chính
196,"Nhiều nhà máy điện chậm tiến độ, cà phê giữ mức giá ổn định","Mục tiêu tăng trưởng điện năng gấp 1,5 lần là thách thức, giá cà phê ổn định ở mức 128.500 - 129.500 đồng/kg.",2025-02-10T16:00:00+07:00,Chủ đề Kinh tế
197,"Pyn Elite Fund dự phóng lợi nhuận công ty chứng khoán tăng mạnh, khối ngoại bán ròng vượt 10.000 tỷ đồng","Pyn Elite Fund dự phóng lợi nhuận công ty chứng khoán tăng mạnh trong 3 năm tới, khối ngoại bán ròng vượt 10.000 tỷ đồng từ đầu năm 2025.",2025-02-10T16:00:00+07:00,Chủ đề Thị trường
198,"Giá vàng cao kỷ lục, Tổng thống Pháp sẵn sàng đáp trả Mỹ","Giá vàng cao kỷ lục tại Anh, Tổng thống Pháp sẵn sàng đáp trả nếu Mỹ áp thuế với EU.",2025-02-10T16:00:00+07:00,Chủ đề Tài chính
199,"Giá xăng dầu, giá vàng tăng, giá thép giảm sau tuyên bố của ông Trump","Giá xăng dầu và vàng tăng, giá thép giảm sau tuyên bố áp thuế của Tổng thống Trump.",2025-02-10T16:00:00+07:00,Chủ đề Hàng hóa
200,HPG giảm sâu sau tuyên bố của Tổng thống Trump,Cổ phiếu HPG giảm sâu sau tuyên bố của Tổng thống Trump.,2025-02-10T16:00:00+07:00,Chủ đề Kinh tế
201,Đồng Nai chi hơn 121 tỷ đồng đào tạo lao động cho sân bay Long Thành,"Tỉnh Đồng Nai phê duyệt đề án đào tạo và phát triển nguồn nhân lực tại chỗ phục vụ sân bay Long Thành giai đoạn 2024-2026, định hướng đến năm 2030, với kinh phí hơn 121 tỷ đồng để đào tạo và hỗ trợ tìm việc làm cho 4,8 ngàn lao động.",2025-02-11T16:00:00+07:00,Chủ đề Kinh tế
202,Nga chưa nhận được đề xuất đàm phán thỏa đáng về Ukraine,"Nga cho biết chưa nhận được đề xuất thỏa đáng để bắt đầu đàm phán về Ukraine, sau khi Tổng thống Mỹ Donald Trump thông tin Washington đang thúc đẩy tiến triển trong các cuộc đàm phán.",2025-02-11T16:00:00+07:00,Chủ đề Thế giới
203,Trung Quốc đối mặt với nguy cơ dân số suy giảm do số lượng kết hôn giảm kỷ lục,"Tỷ lệ kết hôn tại Trung Quốc giảm 1/5 trong năm 2024, mức sụt giảm cao kỷ lục, gây lo ngại về suy giảm dân số, dù chính quyền đã nỗ lực khuyến khích kết hôn và sinh con.",2025-02-11T16:00:00+07:00,Chủ đề Thế giới
204,"Giá hồ tiêu Phú Quốc tăng cao, người dân mở rộng diện tích trồng","Giá hồ tiêu tại Phú Quốc tăng lên 200.000-300.000 đồng/kg, tăng 20.000-50.000 đồng/kg, khuyến khích người dân mở rộng diện tích trồng.",2025-02-11T16:00:00+07:00,Chủ đề Hàng hóa
205,Bạc Liêu chi 15 tỷ đồng tổ chức Festival muối,Tỉnh Bạc Liêu chi 15 tỷ đồng để tổ chức Festival muối.,2025-02-11T16:00:00+07:00,Chủ đề Kinh tế
206,"Thủ tướng nhấn mạnh vai trò của Nhà nước, doanh nghiệp và sự phát triển đất nước","Thủ tướng Phạm Minh Chính nhấn mạnh vai trò kiến tạo của Nhà nước, đóng góp của doanh nghiệp và sự phát triển của đất nước tại cuộc gặp gỡ doanh nghiệp.",2025-02-11T16:00:00+07:00,Chủ đề Kinh tế
207,Bộ Nội vụ khuyến khích cán bộ dưới 5 năm công tác nghỉ hưu,"Bộ Nội vụ khuyến khích cán bộ, công chức, viên chức dưới 5 năm công tác tự nguyện nghỉ hưu để tạo điều kiện cho cán bộ trẻ phát triển.",2025-02-11T16:00:00+07:00,Chủ đề Kinh tế
208,Ông Trump gây sốc khi gọi Gaza là ‘dự án bất động sản lớn’,"Ông Trump gây sốc khi gọi Gaza là ‘dự án bất động sản lớn’, dự kiến sẽ là chủ đề chính trong cuộc gặp với Quốc vương Jordan.",2025-02-11T16:00:00+07:00,Chủ đề Thế giới
209,Bộ Tài chính đề xuất giảm gánh nặng thuế thu nhập cá nhân,"Bộ Tài chính thống nhất với đề xuất giảm bậc thuế và nới khoảng cách giữa các bậc trong biểu thuế lũy tiến từng phần đối với thu nhập từ tiền công, tiền lương.",2025-02-11T16:00:00+07:00,Chủ đề Tài chính
210,Thị trường bất động sản TP.HCM dần khởi sắc,"Thị trường bất động sản TP.HCM đang dần khởi sắc nhờ các chính sách điều hành quyết liệt của Chính phủ, theo Chủ tịch Hiệp hội Bất động sản TP.HCM.",2025-02-11T16:00:00+07:00,Chủ đề Bất động sản
211,Hơn 1.000 lao động Việt Nam ở lại Hàn Quốc trái phép bị xử lý tiền ký quỹ,"Hơn 1.000 lao động Việt Nam ở lại Hàn Quốc trái phép sẽ bị xử lý tiền ký quỹ, theo Trung tâm Lao động ngoài nước.",2025-02-11T16:00:00+07:00,Chủ đề Thế giới
212,Indonesia chặn dự án liên quan đến ông Trump,Chính phủ Indonesia đình chỉ dự án du lịch có sân golf mang tên ông Trump do lo ngại về vấn đề môi trường.,2025-02-11T16:00:00+07:00,Chủ đề Thế giới
213,Hàn Quốc đóng cửa hàng trăm trang trại nuôi chó vì luật cấm thịt chó,Khoảng 40% trang trại nuôi chó tại Hàn Quốc đã đóng cửa sau khi chính phủ ban hành luật cấm tiêu thụ thịt chó từ tháng 8/2024.,2025-02-11T16:00:00+07:00,Chủ đề Thế giới
214,Hà Tĩnh tăng 8 bậc trong chỉ số đổi mới sáng tạo,"Chỉ số đổi mới sáng tạo của Hà Tĩnh tăng 8 bậc, đạt 33,62 điểm, xếp thứ 34/63 tỉnh, thành.",2025-02-11T16:00:00+07:00,Chủ đề Kinh tế
215,Dubai đón gần 19 triệu lượt khách quốc tế trong năm 2024,"Dubai đón 18,72 triệu lượt khách quốc tế lưu trú qua đêm trong năm 2024, tăng 9% so với năm 2023.",2025-02-11T16:00:00+07:00,Chủ đề Thế giới
216,Chính phủ đặt mục tiêu GDP năm 2025 trên 500 tỷ USD,"Chính phủ đề xuất điều chỉnh mục tiêu tăng trưởng GDP 2025 trên 8%, thu nhập bình quân đầu người trên 5.000 USD.",2025-02-11T16:00:00+07:00,Chủ đề Kinh tế
217,Xuất khẩu thủy sản Việt Nam tăng trưởng trong âu lo,"Tổng kim ngạch xuất khẩu thủy sản tháng 1 đạt 774,3 triệu USD, tăng 3,3% so với cùng kỳ năm 2024.",2025-02-11T16:00:00+07:00,Chủ đề Hàng hóa
218,Tín dụng tăng trưởng 16% để thúc đẩy tăng trưởng GDP,"Để đạt mục tiêu tăng trưởng GDP 8% năm 2025, chỉ tiêu tăng trưởng tín dụng định hướng được đặt ra ở mức 16%, cao nhất trong 8 năm qua.",2025-02-11T16:00:00+07:00,Chủ đề Tài chính
219,Thị trường chứng khoán tuần mới dự kiến biến động mạnh,"Các chuyên gia cho rằng thị trường chứng khoán sẽ biến động mạnh trong tuần tới, nhưng xu thế vẫn là “lên trong nghi ngờ”.",2025-02-11T16:00:00+07:00,Chủ đề Thị trường
220,Giá vàng và giá dầu thế giới tăng cao,"Giá vàng thế giới vượt mốc 2.900 USD/ounce, giá dầu thế giới tăng gần 2% trong phiên giao dịch ngày 10/2.",2025-02-11T16:00:00+07:00,Chủ đề Hàng hóa
221,"Hà Nội xem xét xây 3 cầu 45.000 tỷ đồng, khuyến khích phản ánh giao thông, và sẽ đấu giá đất du lịch hơn 1.000 tỷ đồng","Hà Nội xem xét xây 3 cầu vượt sông Hồng trị giá 45.000 tỷ đồng, đồng thời khuyến khích người dân phản ánh bất cập giao thông, và sẽ đấu giá khu đất du lịch tại Vũng Tàu với giá khởi điểm hơn 1.000 tỷ đồng vào tháng 3/2024.",2025-02-12T16:00:00+07:00,Chủ đề Kinh tế
222,Đa dạng hóa đầu tư và tín dụng khởi sắc,"Đa dạng hóa danh mục đầu tư giúp kiểm soát rủi ro, tối ưu hóa lợi nhuận, đồng thời tín dụng ngân hàng có dấu hiệu khởi sắc, tạo đà cho mục tiêu tăng trưởng kinh tế 8%.",2025-02-12T16:00:00+07:00,Chủ đề Tài chính
223,"Trung Quốc dùng AI hỗ trợ chính quyền, Trump xem xét Ukraine là một phần của Nga, và EU ra mắt sáng kiến InvestAI 206 tỷ USD","Trung Quốc triển khai DeepSeek hỗ trợ công việc chính quyền, Trump xem xét khả năng Ukraine thuộc Nga, EU ra mắt sáng kiến InvestAI với nguồn vốn hơn 206 tỷ USD.",2025-02-12T16:00:00+07:00,Chủ đề Thế giới
224,"Mỹ áp thuế thép, nhôm, Hong Kong khiếu nại WTO, và giá dầu tăng","Mỹ áp thuế 25% với thép, nhôm nhập khẩu, Hong Kong khiếu nại WTO về thuế quan, giá dầu thế giới tăng lên mức cao nhất trong hai tuần.",2025-02-12T16:00:00+07:00,Chủ đề Hàng hóa
225,"Dự thảo Luật Đường sắt tầm nhìn 50-100 năm, và đẩy nhanh nâng cấp đường 25B","Dự thảo Luật Đường sắt (sửa đổi) cần tầm nhìn 50-100 năm, Hà Nội khuyến khích người dân phản ánh bất cập giao thông, và đẩy nhanh tiến độ nâng cấp đường 25B kết nối sân bay Long Thành.",2025-02-12T16:00:00+07:00,Chủ đề Kinh tế
226,"Sắp xếp bộ máy tạo chu kỳ mới cho bất động sản, và Bình Dương quy hoạch KCN Bắc Tân Uyên 1","Sắp xếp lại bộ máy tạo cơ hội cho thị trường bất động sản phát triển, Bình Dương thông qua quy hoạch Khu công nghiệp Bắc Tân Uyên 1.",2025-02-12T16:00:00+07:00,Chủ đề Bất động sản
227,"Quy định mới về bồi thường đất Đồng Nai, và Cảng Cam Ranh đổi mới","Đồng Nai ban hành quy định chi phí bồi thường đất, hỗ trợ nhân công tối đa 300.000 đồng/người/ngày, Cảng Cam Ranh đổi mới để tăng sản lượng, doanh thu.",2025-02-12T16:00:00+07:00,Chủ đề Hàng hóa
228,"Quảng Ninh tăng trưởng GRDP 14%, và sử dụng năng lượng tiết kiệm","Quảng Ninh phấn đấu tăng trưởng GRDP 14% năm 2025, sử dụng năng lượng tiết kiệm và hiệu quả là giải pháp quan trọng đảm bảo an ninh năng lượng quốc gia.",2025-02-12T16:00:00+07:00,Chủ đề Kinh tế
229,"Bộ trưởng TT&TT đề xuất cơ chế khoán cho viện nghiên cứu, và các nhiệm vụ trọng tâm sau Tết","Bộ trưởng TT&TT đề xuất viện nghiên cứu chi tiền theo cơ chế khoán, UBND tỉnh đôn đốc thực hiện nhiệm vụ trọng tâm sau kỳ nghỉ Tết.",2025-02-12T16:00:00+07:00,Chủ đề Kinh tế
